0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,16
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,14
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,11
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,10
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,09
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,06
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,05
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,04
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,03
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
0,00;0,00
